license_no	public_title	public_journal	public_html	public_volume	public_date
101246394	"A pooled safety and efficacy analysis examining the effect of performance status on outcomes in 9 first line treatment trials using individual patient date from 6,286 patients with metastatic colorectal cancer. "	"Journal of Clinical Oncology"		27	200903
101246394	"A systematic review of the use of quality of life measures in colorectal cancer research with attention to outcomes in the elderly. "	"Clinical Colorectal Cancer"		6	200709
101246394	"Expression of p16INK4a in peripheral blood T-cells is a biomarker of human aging"	"Aging Cell"		8	200907
101246394	"INK4/ARF Transcript Expression Is Associated with Chromosome 9p21 Variants Linked to Atherosclerosis. "	PLOSOne		4	200906
101246394	"Managing older patients with colorectal cancer."	"Journal of Clinical Oncology"		25	200710
101246394	"Racial Differences in advanced colorectal cancer outcomes and pharmacogenetics: a subgroup analysis of a large randomized clinical trial."	"Journal of Clinical Oncology"		27	200909
101246408	"Parameters of LRP5 from a structural and Molecular Perspective."	"Crit Rev Eukaryot Gene Expr"		15	200503
101246411	"Does the Addition of Glutamine to Enteral Feeds Affect Patient Mortality?"	"Critical Care Medicine"		33	200511
101246411	"Liver Injury Diagnosed on Computed Tomography after use of an Automated Cardiopulmonary Resuscitation Device."	"Emergency Radiology"		18	201104
101246411	"Manic Behavior Resulting from Left Frontal Closed Head Injury in an Adult with Fetal Alcohol Syndrome."	Psychosomatics		48	200709
101246411	"Primary Human Hepatocytes in Spheroid Formation to Study Hepatitis C Infection."	"Journal of Surgical Researh"		130	200601
101246413	"Furosemide and the progression of left ventricular dysfunction in experimental heart failure"	"Journal of the American College of Cardiology"		"44, no. 6, 1301-7"	200511
101246434	"Pooled efficacy results from two multinational randomized"	"American Journal of Ophthalmology"		140	200501
101246434	"Safety of two phase III trials of an intravenous injection of highly purified ovine hyaluronidase (Vitrase) for the management of vitreous hemorrhage."	"American Journal of Ophthalmology"		140	200501
101246434	"Therapy of central serous choroidopathy and diabetic macular edema using NSAIDS."	"Retinal Physician"			200611
101246434	"Using NSAIDS to treat macular edema."	"Ophthalmology Management"			200607
101246435	"“Crystallographic analysis of human hemoglobin elucidates the structural basis of the potent and dual antisickling activity of pyridyl derivatives of of vanillin.” "	"Acta Crystallographica"		D67	201105
101246435	"Pyridyl Derivatives of Benzaldehyde as Potential Antisickling Agents"	"Chemistry & Biodiversity"		5	200801
101246448	"Anemia causes hypoglycemia in intensive care unit patients due to error in single-channel glucometers: Methods of reducing patient risk"	"Critical Care Medicine"		"2009 Sep 28 (epub ahead of print)"	200909
101246448	"Nitrofurantoin-induced systemic inflammatory response syndrome"	"Am J Med Sci"		Oct;338(4):338-40	200910
101246451	"Basilar artery occlusions treated with mechanical thrombectomy beyond eight hours with successful recanalization and good functional outcomes. "	"Cerebrovasc Dis "		"27: 614-615"	201401
101246451	"Cerebral infarcts in the setting of eosinophilia: three cases and a discussion. "	"Arch Neurol"		" 67: 1275-77"	201401
101246451	"Effect of the Mendelsohn maneuver on measures of swallowing post stroke. "	"Topics Stroke Rehabil "		"19: 230–239"	201401
101246451	"Epidural hematoma: an important stroke mimic"	"Acute Medicine"		"12: 30-33"	201406
101246456	"Anatomy of the cervical intervertebral foramina: vulnerable arteries and ischemic neurologic injuries after transforaminal epidural injections.  "	Pain		117:104-111	200509
101246456	"Cervical radicular pain"	"Pain Practice"	www3.interscience.wiley.com/journal/122616598/abstract	"On-line early"	200910
101246456	"Etanercept: An epidural steroid alternative for minimally invasive treatment of radiculitis"	Anesthesiology		110:967-969	200905
101246456	"Feasibility of ultrasound-guided percutaneous placement of peripheral nerve stimulation electrodes and anchoring during simulated movement: Part two, Upper extremity"	"Regional Anesthesia and Pain Medicine"		33:558-565	200812
101246456	"Feasibility of ultrasound-guided peripheral nerve stimulation in a cadaver model: Part One, Lower extremity"	"Regional anesthesia and Pain Medicine"		"33: 551-7"	200812
101246456	"Intracranial hypotension following motor vehicle accident: an overlooked cause of post-traumatic head and neck pain?  "	"Pain Practice"		7:47-52	200703
101246456	"Intrathecal Drug Therapy for Cancer Pain: Time for a boost"	"Pain Practice"	"ww3.interscience.wiley.com/cgi-bin/fulltext/122515737/main.html,ftx_abs"	9;5:325-326	200909
101246456	"The incidence of spontaneous epidural abscess in Olmsted County from 1990 through 2000: A rare cause of spinal pain"	"Pain Medicine"		8:338-343	200705
101246456	"The vertebral artery is unlikely to be the sole cause of vascular complications occurring during stellate ganglion block"	"Pain Practice"		"on-line early"	200910
101246456	"Ultrasound in Pain Medicine:Advanced Weaponry, or Just a Fad"	"Regional Anesthesia and Pain Medicine"	ovidsp.tx.ovid.com/spa/ovidweb.cgi?&S	34:387-388	200909
101246459	"A Case of Endobronchial Leiomyoma and Carcinoma In Situ Treated with Electrocautery using Flexible Bronchoscopy"	"Journal of Bronchology and Interventional Pulmonary"	journals.lww.com/bronchology	16	200901
101246459	"Airway Complications Following Lung Transplantation"	"Clinics in Chest Medicine"	www.chestmed.theclinics.com/article/S0272-5231(11)00030-X/abstract	32	201106
101246459	"Community-Acquired Pneumonia: What is Relevant and What is Not? "	"Current Opinion Pulmonary  Medicine "	www.ncbi.nlm.nih.gov/pubmed/17414124	13	200705
101246459	"Contemporary Review of Chylothorax"	"Indian J Chest Dis Allied Sci "	medind.nic.in/iae/t08/i4/iaet08i4p343.pdf	50	200711
101246459	"Endobronchial ultrasound a new horizon for the bronchoscope?"	"Clinical Pulmonary Medicine"	journals.lww.com/clinpulm/pages/default.aspx	16	200912
101246459	"Initial Report of Neodymium: Yttrium-Aluminum-Perovskite (Nd: YAP) Laser Use During Bronchoscopy"	"Journal of Bronchology and Interventional Pulmonology"	journals.lww.com/bronchology/Abstract/2011/07000/Initial_Report_of_Neodymium_.6.aspx	18	201107
101246459	"Pneumonia: Community-Acquired and Nosocmial."	"Educational Review Manual in Pulmonary Disease"	www.ccgmp.com/node/13	"4th edition"	200803
101246459	"The Role of EBUS in the Diagnosis and Staging of GI Malignancies. "	"Techniques in gastrointestinal endoscopy"	www.techgiendoscopy.com/article/S1096-2883(09)00033-3/abstract	11	200907
101246459	"Thyroxine is a potential endogenous antagonist of macrophage migration inhibitory factor (MIF) activity"	PNAS	www.pnas.org/content/early/2011/04/25/1017624108.full.pdf+html		201105
101246461	"The growth and tumor suppressor NORE1A is a cytoskeletal protein that suppresses growth by inhibition of the ERK pathway. "	"J Biol Chem "		281(12):8143-52	200603
101246466	"Irritable Bowel Syndrome: A “Mesh” of a Situation"	"Journal of the American Board of Family Medicine"		25-30	201201
101246467	"Scientific Impact Award: Axillary reverse mapping (ARM) to identify and protect lymphatics draining in the arm during axillary lymphadenectomy."	"The American Journal of Surgery (2009)"		198	200910
101246468	"INSIDE OBSERVER DECOMPRESSION SICKNESS: IS THERE A DOSE-RESPONSE RELATIONSHIP BASED ON THE NUMBER OF EXPOSURES PER MONTH?"	"AVIATION SPACE AND ENVIRONMENTAL MEDICINE"		"2006, VOL 77; NUMB 3, pages 307"	200601
101246473	"Cigarette smoke exposure and angiogenic factors in pregnancy and preeclampsia"	"American Journal of Hypertension"			200805
101246473	"Postpartum dexamethasone did not benefit women with severe preeclampsia without HELLP syndrome. Commentary (invited)"	"Evidence-based Obstetrics and Gynecology"			200509
101246480	"Novel Use of Fibrin Glue Ablation Post Laparoscopic Partial Nephrectomy"	SAGES	www.sages.org/		200907
101246480	"Overton Brooks VAMC Preliminary Finding in Patients Exposed to Agent Orange with Renal Cell Cancer."	"Annual Meeting September 1-4, 2010, 28th World Congress of Endourology (WCE)"		"Poster #  PS37-25"	201009
101246480	"Persistent Post Partial Nephrectomy Fistula: Incidence and Novel use of Fibrin Glue to Ablate."	" Annual Meeting September 1-4, 2010, 28th World Congress of Endourology (WCE)"		"Poster #  PS17-17"	201009
101246480	"Single Surgeon (SS) Open Conversion Rate for Laparoscopic Urological Procedures-An 18 year Experience."	"Annual Meeting September 1-4, 2010, 28th World Congress of Endourology (WCE)"		"Poster #  PS32-13"	201009
101246489	"C-reactive protein and interleukin-6 are decreased in transgenic sickle cell mice fed a high protein diet."	"J Nutrition"		138(6)	200806
101246489	"Effect of myeloablative bone marrow transplantation on growth in children with sickle cell anaemia: results of the multicenter study of haematopoietic cell transplantation for sickle cell anaemia."	"Br J Haematol"		136(4)	200702
101246489	"Erythropoiesis and myocardial energy requirements contribute to the hypermetabolism of childhood sickle cell anemia."	"J Pediatric Gastroenterol Nutr"		43(5)	200611
101246489	"Establishment of a transgenic sickle-cell mouse model to study the pathophysiology of priapism."	"J Sex Med"		6(9)	200906
101246489	"Exchange blood transfusion compared with simple transfusion for first overt stroke is associated with a lower risk of subsequent stroke: a retrospective cohort study of 137 children with sickle cell anemia."	"J Pediatr"		149(5)	200611
101246489	"Hemolysis in sickle cell mice causes pulmonary hypertension due to global impairment in nitric oxide bioavailability."	Blood		109(7)	200704
101246489	"Murine and math models for the level of stable mixed chimerism to cure beta-thalassemia by nonmyeloablative bone marrow transplantation."	"Ann NY Acad Sci"		1054	200501
101246489	"Parents' assessment of risk in sickle cell disease treatment with hydroxyurea."	"J Pediatr Hematol Oncol"		27(12)	200512
101246489	"Positive expiratory pressure device acceptance by hospitalized children with sickle cell disease is comparable to incentive spirometry."	"Respir Care."			200505
101246489	"Pulmonary, Gonadal and Central Nervous System Status after Bone Marrow Transplantation for Sickle Cell Disease"	"Biol Blood Marrow Transplant"		"in press"	200901
101246492	"A 48 year-old IVF primiravid with Bipolar depression treated sucessfully with ECT"	"ECT Journal"			201103
101246493	"Amplitude-Integrated Electroencephalography in neonates: A Review"	"Pediatric Neurology"		41	200911
101246493	"Diagnostic Value of Lumbar Puncture in Afebrile Infants with Suspected New-Onset Seizures"	"Journal Pediatrics"		153	200807
101246493	"Status epilepticus and excitotoxic neuronal injury"	"Pediatric Neurology"		36	200706
101246493	"The Treatment of Arterial Ischemic Stroke in Children, Expert review of Neurotherapeutics"	"Expert Rev Neurother"		7	200704
101246493	"West Nile Virus Meningoencephalitis in a Child Complicated by Myocarditis, Quadriparesis and Respiratory Failure"	"Pediatric Infectious Disease Journal"		25	200606
101246505	"Does exposure to magnesium sulfate in utero decrease the risk of necrotizing enterocolitis in premature infants?"	"Acta Obstetrica et  Gynecologica Scandinivica 2001"		"Vol. 80 No  2, pages 126-129"	201201
101246508	"Human cardiac development in the first trimester: a high-resolution magnetic resonance imaging and episcopic fluorescence image capture atlas."	Circulation		120(4)	200907
101246508	"Severe tricuspid valve stenosis secondary to pacemaker leads presenting as ascites and liver dysfunction: a complex problem requiring a multidisciplinary therapeutic approach."	"J Interv Card Electrophysiol "		"24 (1)"	200901
101246508	"Spectrum of fetal echocardiographic findings in fetuses of women with clinical or serologic evidence of systemic lupus erythematosus."	"J Matern Fetal Neonatal Med"		"21 (11)"	200811
101246517	"Introducing a new entity: chemotherapy-induced arrhythmia"	"EP Europace- Oxford Journals"	europace.oxfordjournals.org/cgi/content/abstract/eup300		200910
101246519	"False-Positive FDG Positron Emission Tomography Uptake in Nonmalignant Chest Abnormalities"	"American Journal of Roentgenology"	ajronline.org	"182 (4): 983-9"	200404
101246524	"A Requirement for Dimerization of HP1 in Suppression of Breast Cancer Invasion"	"Journal of Biological Chemistry"		281	200607
101246534	"A Rare Case of Aplastic Anemia Caused by Temozolomide"	"Southern Medical Journal"	journals.lww.com/smajournalonline/pages/default.aspx	102	200909
101246534	"Cutaneous Metastatic Rectal Carcinoma Masquerading as Herpes Zoster"	"Southern Medical Journal"		"104, Issue 3"	201103
101246538	"Dangerous Abbreviations (Editorial)"	"Human Pathology"	www2.us.elsevierhealth.com/scripts/om.dll/serve?article=as0046817704000449	"Vol. 35, No. 5"	200405
101246538	"Pathology Without Transcription"	"Perspectives in Pathology, Advance for Administrators of the Laboratory"		"Volume 14, Issue 7, p.   24"	200507
101246538	"Structured Reporting in Anatomic Pathology"	"Perspectives in Pathology, Advance for Administrators of the Laboratory "		"Vol. 13, No. 5,  pp. 24-26"	200405
101246557	"Modern Management of Complex Abdominal Wounds of War: A Five Year Experience. "	"Am Coll Surg"		207	200812
101246557	"Outcomes of primary repair and anastamosis in war-related colon injuries"	"J Trauma"		66(5)	200905
101246561	"Fatal Intrathoracic Malignant Peripheral Nerve Sheath Tumor in Neurofibromatosis 1"	"Journal of Clinical Oncology"		26	200805
101246567	"Psychiatric Emergencies in the Geriatric Population"	"Clinics in Geriatric Medicine"		23	200705
101246567	"The Role of Emergency Care"	"Disparities in Psychiatric Care"			200901
101246573	"12.	Ezetimibe in the Treatment of Pediatric Patients with Hypercholesterolemia  "	"J Peds"		"154 (6)"	200901
101246573	"Efficacy and Safety of Lovastatin Therapy in Adolescent Girls with Heterozygous Familial Hypercholesterolemia"	Pediatrics		"116 (3)"	200501
101246573	"Patterning of coronary arteries in wildtype and connexin43 knockout mice”,"	" Developmental Dynamics"		26	200601
101246573	"Surgery for Aortic Root Aneurysm in Children: a 21- Year Experience in 50 Patients"	"Annals of Thoracic Surgery"		"77 (1)"	200401
101246573	"The Comprehensive Phenotype of Hutchinson-Gilford Progeria Syndrome"	"New England Journal of Medicine"		"358 (6)"	200801
